9.313602422570878003e-01,5.880616901812393280e+02,9.268352230439697026e-01,9.909565144683474269e-01,3.516965267640522197e-01,2.306124275220546416e+00
9.621488328423767333e-01,3.969806064703525408e+02,9.104856257889440974e-01,9.938950480350881023e-01,2.208437540311225522e-01,1.556786692040598385e+00
9.648380749150325952e-01,4.163446702045823145e+02,8.979230961746391682e-01,9.935972584780767836e-01,2.066730299021142525e-01,1.632724196880714906e+00
9.841882265001492547e-01,1.866369383128383674e+02,8.993335175049128605e-01,9.971298105632695474e-01,1.092932288097664822e-01,7.319095620111308875e-01
9.317821069771757836e-01,6.204952566964286689e+02,9.219949988995385093e-01,9.904577360333338687e-01,3.488816372043625491e-01,2.433314732142856762e+00
9.651479003377679833e-01,4.041905715681484708e+02,9.002455146790431240e-01,9.937841698463976137e-01,2.055830568231861444e-01,1.585061064973131373e+00
9.404350069444656901e-01,4.946686363545516087e+02,9.295826704473595381e-01,9.923927561843792766e-01,3.168339299758974881e-01,1.939877005311966940e+00
9.079329010024381752e-01,6.685161113690201091e+02,9.378731853963628851e-01,9.897192490485495764e-01,4.399860873496324043e-01,2.621631809290275061e+00
9.564999232819914043e-01,4.432792564056775291e+02,9.129781361129675199e-01,9.931830459138547562e-01,2.463840030948550863e-01,1.738350025120304121e+00
9.708866298367375691e-01,3.406542417950881259e+02,8.995774826544207237e-01,9.947612610064422434e-01,1.784559589757329368e-01,1.335898987431718199e+00
9.041521182719097771e-01,7.316736330371641088e+02,9.343449163035606464e-01,9.887479833753088920e-01,4.518900474452964278e-01,2.869308364851623772e+00
9.101055392431636193e-01,7.205656766366869306e+02,9.310643296278502401e-01,9.889188066829162072e-01,4.303545023142675285e-01,2.825747751516419548e+00
9.311954420488166573e-01,6.499682575310891934e+02,9.187207319859331811e-01,9.900044865510552183e-01,3.503119405410523579e-01,2.548895127572898822e+00
9.543021741419192017e-01,5.033703047005993767e+02,9.051629242147418708e-01,9.922589378909882907e-01,2.544969786487469854e-01,1.974001194904311252e+00
9.338012878469625910e-01,6.555412666061356504e+02,9.145902723952501479e-01,9.899187822316283247e-01,3.393762070104210382e-01,2.570750065122100914e+00
9.565907208615418433e-01,5.239076038056517746e+02,8.952846475413015481e-01,9.919431057760641490e-01,2.429347574066748616e-01,2.054539622767261875e+00
9.313497464036385454e-01,6.649225743273702847e+02,9.165025621174132109e-01,9.897745121285737024e-01,3.491833809950780632e-01,2.607539507166158010e+00
9.293226530761234949e-01,6.193155390914516829e+02,9.249619508618189823e-01,9.904758782780511694e-01,3.589674873965193469e-01,2.428688388593927883e+00
9.370729871243248521e-01,5.546804856681496858e+02,9.248015545275747318e-01,9.914698661201957197e-01,3.290732179104125521e-01,2.175217590855488936e+00
9.192698703871969856e-01,6.577742666568396999e+02,9.302025338245712982e-01,9.898844421207388944e-01,3.975539160632494684e-01,2.579506928066038096e+00
9.428743097498847314e-01,5.170284129140162577e+02,9.228785442298238495e-01,9.920488971655335719e-01,3.055370505390044844e-01,2.027562403584378004e+00
9.464670870985838480e-01,4.874741642787721503e+02,9.225221709568633965e-01,9.925033961141885852e-01,2.907592395181690104e-01,1.911663389328518203e+00
9.396157999504070046e-01,5.700070511179501409e+02,9.191577700423149144e-01,9.912341670851974040e-01,3.177525639236614685e-01,2.235321769090000465e+00
9.172737204821065360e-01,7.304608049665177987e+02,9.238412348931124285e-01,9.887666348081303180e-01,4.029550138159731509e-01,2.864552176339285605e+00
9.289733023325726924e-01,6.300559006211179849e+02,9.239525217494733988e-01,9.903107080149307073e-01,3.600454974413564435e-01,2.470807453416148824e+00
9.696860933012928507e-01,3.433191734562607280e+02,9.030463149872355322e-01,9.947202784508309970e-01,1.846722116698124860e-01,1.346349699828473412e+00
9.427383008294663025e-01,5.111302161503001571e+02,9.240133610155827348e-01,9.921396023721235080e-01,3.061401399482571728e-01,2.004432220197255532e+00
9.651555833112795968e-01,3.728191320436299065e+02,9.086649846492358407e-01,9.942666143997227479e-01,2.067968431101242788e-01,1.462035811935803675e+00
9.665794739831581328e-01,3.887600491890186731e+02,8.999916334377652261e-01,9.940214675792909960e-01,1.989256845403212237e-01,1.524549212505955653e+00
9.176311017674976256e-01,6.907410400809390012e+02,9.279540089868770769e-01,9.893774637824724882e-01,4.028247571540152228e-01,2.708788392474271056e+00
9.253971371448921346e-01,6.584770123370099100e+02,9.242118596100327155e-01,9.898736349715958616e-01,3.734817447038832894e-01,2.582262793478470542e+00
9.397927376320676096e-01,5.701788568229013663e+02,9.188826909001734933e-01,9.912315249773491210e-01,3.169312097149039609e-01,2.235995516952554496e+00
9.802324583350828791e-01,2.579018751454790959e+02,8.873043366411583754e-01,9.960338652977964724e-01,1.299095325777806231e-01,1.011379902531290620e+00
9.416723351709002099e-01,6.060515298445229746e+02,9.103989304878447042e-01,9.906798583667375535e-01,3.075877860994853941e-01,2.376672666056952821e+00
8.925112349956381141e-01,8.547468801032237025e+02,9.309803795837403584e-01,9.868553058760615171e-01,4.895772216417308420e-01,3.351948549424407009e+00
8.988380501297472680e-01,7.555309322942536028e+02,9.356661525362748311e-01,9.883810947575699668e-01,4.702505631399330199e-01,2.962866401153935847e+00
9.274043072958013667e-01,6.417156408136933123e+02,9.241739458050189926e-01,9.901313991201412534e-01,3.659329825966905481e-01,2.516531924759581429e+00
9.106797170723670565e-01,7.156657856971359024e+02,9.311166804886745751e-01,9.889941594793292268e-01,4.283332353136176662e-01,2.806532492929944667e+00
9.393400895417883811e-01,5.806665486033090247e+02,9.179162287961561972e-01,9.910702403868714150e-01,3.185076794636668152e-01,2.277123720012976804e+00
9.353912523658471923e-01,5.627004175135765536e+02,9.256975126523893094e-01,9.913465318870363641e-01,3.358130284787952946e-01,2.206668303974809842e+00
9.173127505067389942e-01,7.483504387741448909e+02,9.217955253830641960e-01,9.884915197186641134e-01,4.021924873023737246e-01,2.934707603035862533e+00
9.130210794675671648e-01,7.274048497922512979e+02,9.279826067840343251e-01,9.888136307047604712e-01,4.191888012271514641e-01,2.852568038400985717e+00
9.190860586301636825e-01,6.710930956304033543e+02,9.288566343876479836e-01,9.896796189888598105e-01,3.977936054482343331e-01,2.631737629923150745e+00
9.327119818002692631e-01,6.402855010254558010e+02,9.181473239584536650e-01,9.901533924733882941e-01,3.443435296830992809e-01,2.510923533433159882e+00
9.754432049763694934e-01,2.878454269616997863e+02,8.996294501933326249e-01,9.955733794641882239e-01,1.558796413860782937e-01,1.128805595928234595e+00
9.224774234532497896e-01,6.585793724833259830e+02,9.271411899368223741e-01,9.898720608297707502e-01,3.849712023748396716e-01,2.582664205816964653e+00
