3.164841811908315705e+00,7.739072835563481689e+00,1.080300105298022473e+01,1.164242147565468244e+01,-2.298690428627056548e+01,-1.563086406598966427e+01,-2.304878489283438014e+01
1.268656194299872642e+00,2.603275113986773803e+00,3.694671319080484295e+00,3.750415180618383637e+00,7.472968318587952297e+00,5.052190085887883875e+00,9.643783665244491488e+00
2.360772374185057032e+00,4.857858824528638486e+00,6.913106893377507056e+00,6.860482383391909522e+00,1.374728213677233413e+01,9.289449828105642126e+00,-1.606123409990890849e+01
3.103426768682350012e+00,6.950174477533813011e+00,1.015139247642995279e+01,1.070359180096451546e+01,2.113440269437040087e+01,1.418100346404486523e+01,2.204063078412212917e+01
3.198453075950185465e+00,8.359869238317543250e+00,1.214926572705186558e+01,1.477604991010671753e+01,-2.870723860411828099e+01,1.956829874484601106e+01,-2.826538208179011491e+01
3.096784750452525881e+00,7.367695206732151725e+00,1.093217621072382251e+01,1.087077567565615688e+01,2.186185016151859628e+01,1.456397640158502327e+01,2.200773934464045922e+01
3.197326217293956496e+00,7.974216623569828855e+00,1.186447188763383132e+01,1.378500135773155044e+01,2.662442956835727159e+01,1.777211837732546940e+01,2.720188514786055478e+01
inf,inf,inf,inf,inf,inf,inf
3.189940870911530446e+00,8.309457367368880298e+00,1.159377563082864171e+01,1.325096981209155089e+01,-2.568889436439744856e+01,-1.745997619628951014e+01,2.625355843834453395e+01
1.914263668851393430e+00,3.898263370450028464e+00,5.627702707432992391e+00,5.540424628341411584e+00,1.112454439169980525e+01,7.489745291947199846e+00,-1.291842960099856796e+01
2.802066371609325035e+00,5.883270284525923266e+00,8.882194604221604450e+00,9.191806493699115066e+00,1.823594033131196568e+01,1.222559618707158613e+01,-1.897409618202853565e+01
2.958829816169302962e+00,6.879808489398291371e+00,9.950706246548605804e+00,9.705692843786962953e+00,-1.957064567795175591e+01,-1.351329318515236722e+01,1.993773895321357870e+01
3.182958972158918431e+00,8.132962825788164096e+00,1.128753272886525494e+01,1.268307171309037074e+01,2.485613733173048345e+01,1.693914994543421315e+01,-2.478710415773679543e+01
3.182501885173360634e+00,9.035038242448081292e+00,1.137350048329380670e+01,1.260252726648189281e+01,-2.636925468699178765e+01,1.741558343441812085e+01,2.459060131239257530e+01
3.137146170647282961e+00,8.160682709526820844e+00,1.143794475033391222e+01,1.115712920353190185e+01,-2.304985102985064671e+01,-1.536802577715092610e+01,-2.246914671812818298e+01
3.187446582724353661e+00,8.727723516520088154e+00,1.238178969507177030e+01,1.315785052854981529e+01,-2.621967315433374068e+01,1.780194048843917543e+01,-2.599323454064212768e+01
3.195733996434483082e+00,8.523350717694901491e+00,1.164013949404691495e+01,1.398108709780059300e+01,-2.679288318450146988e+01,-1.859091245312871266e+01,-2.792421471377317133e+01
3.201084591047620442e+00,8.660087085405507423e+00,1.181776198007183254e+01,1.616629761077212990e+01,3.047739718124910624e+01,2.059094641153290084e+01,3.021510185350363997e+01
3.170387625339453841e+00,7.837267876062267824e+00,1.070821571784931159e+01,1.232086511250291316e+01,2.393817223301249086e+01,1.624123432463469285e+01,-2.404721712440867165e+01
3.158315133658519791e+00,7.734840745668821960e+00,1.038811633104555199e+01,1.156844736181734312e+01,2.255458883139482396e+01,1.543955650329465890e+01,-2.327132346303486443e+01
3.202372485698171456e+00,8.755443924445446058e+00,1.195883692582920688e+01,1.466154297660098393e+01,2.797734731464040792e+01,1.907845711483199480e+01,2.876826006485796228e+01
3.154062236592130031e+00,7.918929181611911616e+00,1.143851562382530673e+01,1.180014027303469604e+01,2.354893089851172761e+01,1.576758181991350760e+01,-2.359329784304721045e+01
2.733077747831142101e+00,5.858919076885412025e+00,1.022204703720548302e+01,9.508044556718317608e+00,1.978753770014976965e+01,1.271031481043494793e+01,1.940794390959084126e+01
3.187316907601397187e+00,8.872715125774357503e+00,1.152798359455668198e+01,1.335168815684820665e+01,2.579334771584461805e+01,-1.811899237495224213e+01,2.683033768398850327e+01
3.194550204447322628e+00,7.857134859622775913e+00,1.223103283237819205e+01,1.381928000352409747e+01,2.796620726680741953e+01,2.041677110271186635e+01,-2.684567937527368997e+01
3.179050893775238418e+00,7.860577394055928480e+00,1.155413780506724564e+01,1.269891709499621335e+01,-2.556334402116635829e+01,1.668612570717516164e+01,-2.483282900769923884e+01
3.190107966391629635e+00,8.302684796742157758e+00,1.201932767013035352e+01,1.314432401770779713e+01,2.572766174838723074e+01,1.769905951140099276e+01,-2.680552289226034191e+01
3.079043288493314989e+00,7.371634857420774622e+00,1.038690053267350777e+01,1.049764670977451253e+01,2.198795650765275411e+01,-1.429410691322837401e+01,-2.094166787586731360e+01
3.200203778173039915e+00,8.148878047297566596e+00,1.303249017993535475e+01,1.549877580457548554e+01,-2.982006159399858802e+01,-1.960465680859519821e+01,-3.008727487583960070e+01
3.088586599610945171e+00,7.273177952398806489e+00,1.029263548459149114e+01,1.114572731063318578e+01,2.190925236965488310e+01,1.496571526215358716e+01,2.223166474372656509e+01
3.179982370933685853e+00,8.473889184273962982e+00,1.105765273624911060e+01,1.349104768911806929e+01,2.576909512470842145e+01,1.772942319632226926e+01,-2.665168323059714695e+01
3.160415261027857081e+00,7.768571619535419970e+00,1.119768961684560082e+01,1.276828191117485645e+01,2.539544045536748840e+01,-1.671097959659936194e+01,2.476274486039546119e+01
3.176104379220352047e+00,8.299504015869059614e+00,1.116189980553714101e+01,1.170395566153173483e+01,2.328755668400308565e+01,1.589347948783721165e+01,-2.328724021709667724e+01
3.066169687629470175e+00,7.320966989016646664e+00,1.051766581828481328e+01,1.167557908111680476e+01,-2.314741761524642527e+01,1.549726890399096213e+01,-2.281467346536159724e+01
3.158354047609406301e+00,8.056680742777267312e+00,1.086058237981791130e+01,1.237607688503221581e+01,-2.404620599330767661e+01,1.734692085493101743e+01,2.433100611923212853e+01
3.069181800808087335e+00,7.308323928374258927e+00,9.721140626660595530e+00,1.005357046996719816e+01,1.994212280706885565e+01,1.371321996278238586e+01,-2.107089253975680165e+01
2.902067280845574526e+00,6.290655264437233996e+00,1.015843404531759298e+01,9.846930630561031350e+00,1.991888838759004798e+01,1.299607491035909490e+01,2.013141817652011412e+01
3.109197230642375853e+00,8.048581282971841944e+00,1.004526419533867987e+01,1.084470057818478672e+01,2.128972013571808475e+01,1.486899154058499839e+01,2.317297791990271705e+01
2.810907316879050821e+00,6.262519705470538156e+00,8.523219626069352017e+00,8.461948989679804356e+00,1.695604969734524659e+01,1.160597076198003030e+01,1.803326135611223435e+01
2.585648742014237111e+00,5.672569594652184577e+00,7.563591613657380641e+00,7.789761244169535637e+00,1.571493501100825974e+01,1.071985419213559432e+01,1.554968041870792739e+01
2.450754654325586479e+00,6.294121280377519945e+00,7.029873250089485381e+00,7.427287485595265970e+00,-1.465939014675183749e+01,-1.058530614692128324e+01,-1.555259101811310885e+01
2.982308128558206040e+00,7.317537258710830272e+00,8.523064402789820804e+00,8.849534389219433805e+00,1.780520532682400869e+01,1.294398178580031278e+01,1.760997200368161941e+01
3.094449978609945973e+00,7.894349702735437013e+00,9.904766651674199451e+00,9.976156444450614558e+00,2.025014856833080046e+01,-1.480641785610818140e+01,1.996925173899169081e+01
2.825509267566474580e+00,6.980604208854501280e+00,8.560274752805685949e+00,8.466967087488891153e+00,1.724228101865405804e+01,1.204581604438837061e+01,-1.705793037609402418e+01
3.151789544446648161e+00,7.575465072699597791e+00,1.056973482370649897e+01,1.096956997082709329e+01,2.174605329603518911e+01,1.479568404127686421e+01,-2.249376618441837650e+01
3.105731593929710765e+00,7.205147229715281654e+00,1.015348719264930288e+01,1.009166996518152359e+01,2.022121659591137899e+01,1.375764920075236297e+01,-2.096454472559509696e+01
3.175512660127107534e+00,8.019861880437838764e+00,1.078283022253037338e+01,1.174125553092843255e+01,2.301193527919011927e+01,1.575132920527500424e+01,-2.370780145797868244e+01
3.073492837217881135e+00,7.296449422071506596e+00,1.157858118237595235e+01,9.936491213210928208e+00,-2.090495858019512809e+01,1.396470047079227861e+01,2.079732870413213774e+01
3.046511195571320219e+00,7.058739019719109109e+00,8.892076333495891660e+00,8.935847814472914763e+00,1.784990062393360333e+01,1.249681595887374286e+01,-1.953934385080903269e+01
3.079673497425130968e+00,7.883814514748963553e+00,9.652578147408995335e+00,1.000019142250108750e+01,1.994298082483544832e+01,1.401253553300089827e+01,2.001757675908194400e+01
3.112529776214843835e+00,6.803603468728779191e+00,1.112628062202269597e+01,1.135983758306712410e+01,2.288363098243797111e+01,1.478298220656105322e+01,-2.267257590717203897e+01
3.055486168675343617e+00,7.347871909878256780e+00,9.555615892197625527e+00,9.889571644974846976e+00,1.963149399105129334e+01,1.384751822019529399e+01,-2.014703523248542893e+01
3.187219173340052780e+00,8.022469902202878700e+00,1.125944841300822929e+01,1.346270418246014700e+01,2.633756507728517349e+01,1.747399894050090907e+01,2.584518025304953426e+01
3.147042916337270402e+00,8.601957661859891857e+00,1.046072567108214635e+01,1.122271738548641906e+01,-2.226379092511183089e+01,-1.651384518471579810e+01,-2.217510899008175329e+01
3.181017637477959070e+00,8.162627354262459889e+00,1.204937012096877602e+01,1.271059541582991059e+01,-2.509100084128190389e+01,1.727318048093821901e+01,-2.644617257619120920e+01
3.164810917103705101e+00,7.336884571189169257e+00,1.232259919156517647e+01,1.236685480852873198e+01,2.471160881638306961e+01,1.639219572859748553e+01,-2.666422780635355849e+01
3.180782689120683404e+00,8.215568750824761679e+00,1.148091148300181707e+01,1.156683076774682561e+01,2.311250280923347944e+01,1.567471294687502947e+01,2.360065094704729916e+01
3.193244109496656158e+00,8.107390487685963265e+00,1.150598068334898194e+01,1.227360016421218170e+01,2.417278806187955809e+01,1.658591697674156507e+01,2.484994397363229979e+01
2.896524017965080855e+00,6.705537583667935841e+00,8.339755387343309678e+00,8.994307950350522773e+00,-1.804014814749805851e+01,-1.259010434026734870e+01,1.770304322753283444e+01
2.705465992505101003e+00,5.727997705135069673e+00,7.557158149306112627e+00,7.596420892212988996e+00,1.517339660576885763e+01,1.046988146238866868e+01,1.670669922334109714e+01
2.313201209768254607e+00,4.824887486725288888e+00,6.595386315342711470e+00,6.659160634485056462e+00,1.328643628212667238e+01,9.072909715105483386e+00,-1.578630969971245790e+01
3.144324397605357646e+00,8.227424225007478498e+00,1.030787843653455127e+01,1.046789539097657773e+01,2.092270319246097188e+01,1.458164556596884509e+01,2.114398041306524689e+01
3.068063944324281422e+00,7.527507707542447690e+00,9.425179003876612782e+00,1.017339450535735423e+01,2.016653596460464826e+01,1.416245358909671204e+01,2.008708402994437492e+01
2.569430397779172370e+00,5.408733949734197743e+00,7.324442497503272698e+00,7.261859824639002703e+00,1.455738737226848656e+01,9.966302726835314374e+00,-1.553661670961282226e+01
3.025094126310999609e+00,7.269679761386793615e+00,9.158219420713326286e+00,9.135009648770449076e+00,1.832683640790006763e+01,1.285670601546735270e+01,1.864458742309822270e+01
2.916992530123223126e+00,6.596484121330081329e+00,9.213745031612257108e+00,9.997147366416328396e+00,1.961306398147179308e+01,1.362232847430916216e+01,2.026620292637815979e+01
2.731350041501719783e+00,6.558412818486636375e+00,7.848294110870807749e+00,7.898896086502904090e+00,-1.642126267453130950e+01,1.150118270214045246e+01,1.578372153508105669e+01
2.716985525604129759e+00,6.688441489783546245e+00,8.020735277226544113e+00,8.484155009681749959e+00,-1.678013736945540657e+01,-1.192724771482726354e+01,1.710695200159695162e+01
3.185265415437863901e+00,8.210059436233301255e+00,1.315553419195149054e+01,1.258657574481473596e+01,2.602466526153391158e+01,1.678131491491966187e+01,-2.547419386946092601e+01
3.193492638829360075e+00,8.124955952377042934e+00,1.100976597600806173e+01,1.326957827718941552e+01,2.541140693570750031e+01,1.760345978872916461e+01,-2.641182698988106736e+01
2.863472163058434994e+00,6.033912753804330897e+00,9.117110534263039412e+00,9.187181316423508548e+00,1.834179151569392019e+01,1.220987665747971462e+01,-1.931309088027949628e+01
3.057515926888348279e+00,7.878404715396878366e+00,9.520447254331905640e+00,1.038948177868197753e+01,-2.056001490570772106e+01,-1.435077324976351143e+01,2.044497037452045163e+01
3.185397894678621000e+00,8.668336917528785435e+00,1.117275699983705550e+01,1.146697198759221870e+01,2.290003407745764363e+01,1.588039820805818358e+01,2.298244066032570032e+01
3.174362072534263390e+00,8.248025068482816025e+00,1.111034052809293371e+01,1.104841025127890575e+01,2.212870679047175670e+01,1.518525037226624619e+01,2.331445814873569589e+01
2.950438727251203819e+00,6.609682255292216091e+00,8.885740152083334564e+00,8.737718657655443977e+00,1.754945666843625318e+01,1.204960723260487043e+01,-1.975043108745505904e+01
2.623493178653256930e+00,6.781653839570589426e+00,8.107033821103904359e+00,9.418934142087939776e+00,1.961657473218016179e+01,1.309166292910597917e+01,1.818221170921688667e+01
3.154960147994237740e+00,7.397810290302022196e+00,1.127912576724966165e+01,1.217439372367970130e+01,-2.450765654404792571e+01,1.588870577658840588e+01,2.391487483292500826e+01
2.864075283484869949e+00,6.378573314526411409e+00,9.652912457022205572e+00,9.580250515113901244e+00,1.995671967192800977e+01,1.278442992929495858e+01,1.920349430204767316e+01
3.177318824293469124e+00,7.868395011006687589e+00,1.068597237709553127e+01,1.267606699602475473e+01,-2.474012470848663270e+01,-1.661054684233196710e+01,2.439790523450698601e+01
3.190639157308826412e+00,8.586601629150516501e+00,1.131845350555100360e+01,1.320052659100917758e+01,2.586260717353877325e+01,-1.763699900346724192e+01,2.549700236381660901e+01
3.093865616551983333e+00,7.537132143881500213e+00,9.942029970297699748e+00,9.765784150781424700e+00,1.964627654204289442e+01,1.361031804432079362e+01,2.008890439939158767e+01
2.056246648740048588e+00,4.316606698942222486e+00,7.053170247230621470e+00,8.727331195045351819e+00,1.676102802045673457e+01,1.100924687519501077e+01,-1.677540369011511956e+01
3.171947144462253565e+00,8.114427164592733277e+00,1.120751867692559323e+01,1.101853359183694536e+01,2.229216281501128094e+01,1.527281452921906890e+01,-2.227243456648990971e+01
3.055321641651642661e+00,7.229992105032055250e+00,1.029628135764322394e+01,9.890196312214053265e+00,2.004820372379971971e+01,1.356139333782670953e+01,2.027771007328984609e+01
2.893201853060854312e+00,6.770086398005375372e+00,7.347429813004928256e+00,7.320846293616475542e+00,1.465830839866630342e+01,1.070588960177260951e+01,1.556418752295628138e+01
3.166868713556183490e+00,7.857278931081343565e+00,1.224286335622542410e+01,1.277796630284017709e+01,2.528923710619325504e+01,1.768676334467799549e+01,-2.649095589545952834e+01
3.147561585516006399e+00,7.792048805014132107e+00,1.087988218813712038e+01,1.064088464855434779e+01,2.153009529295005464e+01,-1.459678818180994320e+01,2.157587973641780366e+01
3.101698459007833808e+00,7.442750762982193180e+00,1.095890404698036136e+01,1.089144105892190417e+01,2.190820574818807742e+01,1.501223156132079417e+01,-2.204825040158124239e+01
