9.090264338101776698e-01,6.328468700018379423e+02,9.406683732321855507e-01,9.902677871927869635e-01,4.368587417248331883e-01,2.481752431379756541e+00
9.041439386243068643e-01,6.454179868820854153e+02,9.425252623580783196e-01,9.900744627244166818e-01,4.543518588793591384e-01,2.531050928949354351e+00
9.366439224043398015e-01,4.475222253234995833e+02,9.405996971554754227e-01,9.931177955691031789e-01,3.342599076091103960e-01,1.754989118915684765e+00
9.217361374783452632e-01,5.145099088257031781e+02,9.444942188085516666e-01,9.920876278899870560e-01,3.923096352607117199e-01,2.017685916963541715e+00
9.238777296628958302e-01,5.164170314876876091e+02,9.426877777282888227e-01,9.920582992727879912e-01,3.838527226989459917e-01,2.025164829363480745e+00
9.193167048208502612e-01,5.411937334046355090e+02,9.432286895513312119e-01,9.916772716543439392e-01,4.008465457074504301e-01,2.122328366292688617e+00
9.139803406513382633e-01,5.785574448906806992e+02,9.428997046656820702e-01,9.911026751623861486e-01,4.200340964259694498e-01,2.268852725061492936e+00
9.001330111970429204e-01,7.099581963014089752e+02,9.389911668111657894e-01,9.890819334373726068e-01,4.668462923400610864e-01,2.784149789417289966e+00
9.078070966410316522e-01,6.259335503521443798e+02,9.421347923590505102e-01,9.903741034301334345e-01,4.415677581168242494e-01,2.454641373929978165e+00
8.997775643500285359e-01,6.913478576582107280e+02,9.408941947051561172e-01,9.893681318602065566e-01,4.686700487186732378e-01,2.711168069247885448e+00
9.023810077302598653e-01,6.571944693198394134e+02,9.424782330173712142e-01,9.898933585132125845e-01,4.603653403217557449e-01,2.577233213018978120e+00
8.867718227253414964e-01,7.542670128148475897e+02,9.426244755304782341e-01,9.884005318977817645e-01,5.120797888140279364e-01,2.957909854175872599e+00
9.083899470629356321e-01,6.175581033282626322e+02,9.425873341295113450e-01,9.905029049406659514e-01,4.396774855132629667e-01,2.421796483640245690e+00
9.125394081599016438e-01,6.015064875898935952e+02,9.414928654039266265e-01,9.907497541354243209e-01,4.247411332973567433e-01,2.358848970940759404e+00
9.124976975474285990e-01,5.902862492618851320e+02,9.426732506155248714e-01,9.909223041666120890e-01,4.252456584931968986e-01,2.314848036321118130e+00
9.898764923758385237e-01,7.224097390776698546e+01,9.416348112174266483e-01,9.988890447835054864e-01,7.869231020419731326e-02,2.832979368932038722e-01
9.933587789646206589e-01,4.632077597646301825e+01,9.431332401267822352e-01,9.992876576142395439e-01,5.565157004968111082e-02,1.816501018684824054e-01
9.712520326823550487e-01,3.129911064837892809e+02,9.072192798683470505e-01,9.951866775369269114e-01,1.776474627529999184e-01,1.227416103857997154e+00
9.434699778263901937e-01,4.720407440497303924e+02,9.292856615969548040e-01,9.927407384115626288e-01,3.045067570222917408e-01,1.851140172744040857e+00
9.748175072128856256e-01,2.352989193406677941e+02,9.215487252481613378e-01,9.963814640399122347e-01,1.616765253687021953e-01,9.227408601594815352e-01
9.402716704613112153e-01,5.242928362957674153e+02,9.252678783389701733e-01,9.919371814920836528e-01,3.165233593532738032e-01,2.056050338414774359e+00
